Timestamp,Device ID,Device Type,Location,CPU %,RAM %,Temperature (°C),Signal (dBm),Uptime (s),Is Anomaly,Hour,Date,Weekday,Signal Quality,Temp Status,CPU Status
2026-05-25 09:06:03.718141,device_001,gateway,warehouse_a,35.7,53.7,49.65,-60,21420,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:06:03.718141,device_002,camera,factory_floor_2,69.1,70.9,57.31,-57,21420,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:06:03.718141,device_003,sensor,warehouse_b,14.5,35.7,37.18,-54,21420,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:06:03.718141,device_004,camera,warehouse_b,66.3,65.1,63.35,-62,21420,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:06:03.718141,device_005,gateway,warehouse_a,21.4,56.2,53.57,-58,21420,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:06:03.718141,device_006,sensor,factory_floor_2,9.3,32.3,43.04,-54,21420,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:06:03.718141,device_007,sensor,warehouse_a,9.2,32.1,42.88,-60,21420,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:06:03.718141,device_008,gateway,loading_bay,37.3,50.2,53.42,-60,21420,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:06:03.718141,device_009,sensor,office_block,11.3,38.1,39.08,-61,21420,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:06:03.718141,device_010,camera,warehouse_a,70.8,73.9,58.54,-59,21420,False,9,2026-05-25,Monday,Excellent,Normal,High
2026-05-25 09:06:03.718141,device_011,camera,factory_floor_1,67.1,77.6,63.47,-64,21420,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:06:03.718141,device_012,camera,server_room,63.8,66.4,58.74,-51,21420,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:06:03.718141,device_013,sensor,factory_floor_2,3.9,36.4,41.77,-66,21420,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:06:03.718141,device_014,controller,server_room,19.4,45.1,50.48,-53,21420,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:06:03.718141,device_015,sensor,loading_bay,15.3,45.9,41.21,-65,21420,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:07:03.718141,device_001,gateway,warehouse_a,31.1,50.7,49.43,-50,21360,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:07:03.718141,device_002,camera,factory_floor_2,67.4,72.9,60.33,-60,21360,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:07:03.718141,device_003,sensor,warehouse_b,10.4,31.6,41.78,-58,21360,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:07:03.718141,device_004,camera,warehouse_b,57.4,73.4,59.66,-55,21360,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:07:03.718141,device_005,gateway,warehouse_a,29.1,55.7,48.26,-47,21360,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:07:03.718141,device_006,sensor,factory_floor_2,9.9,35.6,39.35,-63,21360,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:07:03.718141,device_007,sensor,warehouse_a,8.3,36.4,38.57,-60,21360,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:07:03.718141,device_008,gateway,loading_bay,30.8,59.2,55.25,-56,21360,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:07:03.718141,device_009,sensor,office_block,1.1,37.1,39.19,-70,21360,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:07:03.718141,device_010,camera,warehouse_a,67.6,85.4,62.55,-65,21360,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:07:03.718141,device_011,camera,factory_floor_1,67.9,73.8,64.41,-65,21360,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:07:03.718141,device_012,camera,server_room,68.3,73.0,60.05,-64,21360,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:07:03.718141,device_013,sensor,factory_floor_2,4.1,33.1,41.29,-62,21360,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:07:03.718141,device_014,controller,server_room,18.4,37.5,54.94,-62,21360,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:07:03.718141,device_015,sensor,loading_bay,11.4,33.1,37.16,-55,21360,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:08:03.718141,device_001,gateway,warehouse_a,33.4,50.7,52.19,-48,21300,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:08:03.718141,device_002,camera,factory_floor_2,61.4,67.1,63.04,-60,21300,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:08:03.718141,device_003,sensor,warehouse_b,9.1,32.4,42.14,-57,21300,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:08:03.718141,device_004,camera,warehouse_b,75.7,61.9,62.9,-53,21300,False,9,2026-05-25,Monday,Excellent,Normal,High
2026-05-25 09:08:03.718141,device_005,gateway,warehouse_a,28.9,58.4,50.01,-62,21300,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:08:03.718141,device_006,sensor,factory_floor_2,4.0,37.0,41.66,-67,21300,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:08:03.718141,device_007,sensor,warehouse_a,12.3,33.7,38.4,-60,21300,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:08:03.718141,device_008,gateway,loading_bay,25.6,62.1,50.04,-60,21300,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:08:03.718141,device_009,sensor,office_block,10.0,38.7,38.22,-64,21300,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:08:03.718141,device_010,camera,warehouse_a,75.6,63.9,64.1,-62,21300,False,9,2026-05-25,Monday,Good,Normal,High
2026-05-25 09:08:03.718141,device_011,camera,factory_floor_1,62.6,67.2,64.8,-58,21300,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:08:03.718141,device_012,camera,server_room,67.2,66.3,63.32,-64,21300,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:08:03.718141,device_013,sensor,factory_floor_2,7.7,30.9,32.28,-67,21300,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:08:03.718141,device_014,controller,server_room,16.7,51.5,44.26,-68,21300,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:08:03.718141,device_015,sensor,loading_bay,1.0,35.5,40.68,-63,21300,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:09:03.718141,device_001,gateway,warehouse_a,35.2,59.7,47.69,-48,21240,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:09:03.718141,device_002,camera,factory_floor_2,65.1,71.8,58.06,-54,21240,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:09:03.718141,device_003,sensor,warehouse_b,9.0,35.3,40.2,-65,21240,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:09:03.718141,device_004,camera,warehouse_b,63.1,72.6,61.34,-54,21240,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:09:03.718141,device_005,gateway,warehouse_a,35.9,63.5,48.29,-49,21240,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:09:03.718141,device_006,sensor,factory_floor_2,1.0,37.4,41.54,-55,21240,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:09:03.718141,device_007,sensor,warehouse_a,9.4,34.2,40.13,-61,21240,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:09:03.718141,device_008,gateway,loading_bay,25.5,58.4,50.23,-62,21240,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:09:03.718141,device_009,sensor,office_block,9.8,38.6,39.92,-69,21240,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:09:03.718141,device_010,camera,warehouse_a,66.5,72.5,63.44,-65,21240,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:09:03.718141,device_011,camera,factory_floor_1,60.9,73.0,59.32,-51,21240,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:09:03.718141,device_012,camera,server_room,68.1,70.5,60.94,-50,21240,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:09:03.718141,device_013,sensor,factory_floor_2,14.4,37.2,40.23,-54,21240,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:09:03.718141,device_014,controller,server_room,17.0,49.4,47.35,-63,21240,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:09:03.718141,device_015,sensor,loading_bay,12.1,40.2,44.44,-68,21240,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:10:03.718141,device_001,gateway,warehouse_a,28.1,53.8,54.05,-56,21180,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:10:03.718141,device_002,camera,factory_floor_2,66.6,70.4,60.61,-59,21180,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:10:03.718141,device_003,sensor,warehouse_b,11.0,43.4,39.55,-69,21180,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:10:03.718141,device_004,camera,warehouse_b,60.0,74.6,57.36,-53,21180,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:10:03.718141,device_005,gateway,warehouse_a,32.0,57.5,53.87,-47,21180,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:10:03.718141,device_006,sensor,factory_floor_2,7.9,35.3,39.31,-62,21180,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:10:03.718141,device_007,sensor,warehouse_a,4.6,34.4,44.93,-60,21180,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:10:03.718141,device_008,gateway,loading_bay,23.9,56.7,51.04,-51,21180,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:10:03.718141,device_009,sensor,office_block,5.2,36.0,39.53,-61,21180,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:10:03.718141,device_010,camera,warehouse_a,66.2,68.1,59.48,-64,21180,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:10:03.718141,device_011,camera,factory_floor_1,96.2,64.4,76.66,-63,21180,True,9,2026-05-25,Monday,Good,Warning,Critical
2026-05-25 09:10:03.718141,device_012,camera,server_room,61.4,71.2,60.36,-60,21180,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:10:03.718141,device_013,sensor,factory_floor_2,15.4,34.4,44.57,-66,21180,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:10:03.718141,device_014,controller,server_room,17.9,44.9,44.99,-66,21180,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:10:03.718141,device_015,sensor,loading_bay,6.6,31.7,42.97,-59,21180,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:11:03.718141,device_001,gateway,warehouse_a,30.6,54.6,56.6,-49,21120,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:11:03.718141,device_002,camera,factory_floor_2,67.0,68.4,63.07,-57,21120,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:11:03.718141,device_003,sensor,warehouse_b,9.1,35.4,42.04,-54,21120,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:11:03.718141,device_004,camera,warehouse_b,91.1,72.0,81.07,-57,21120,True,9,2026-05-25,Monday,Excellent,Critical,Critical
2026-05-25 09:11:03.718141,device_005,gateway,warehouse_a,35.3,63.6,54.88,-60,21120,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:11:03.718141,device_006,sensor,factory_floor_2,4.2,35.7,44.62,-66,21120,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:11:03.718141,device_007,sensor,warehouse_a,18.9,31.6,39.58,-67,21120,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:11:03.718141,device_008,gateway,loading_bay,25.0,52.9,45.63,-59,21120,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:11:03.718141,device_009,sensor,office_block,4.2,36.4,42.45,-64,21120,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:11:03.718141,device_010,camera,warehouse_a,74.4,67.7,63.85,-60,21120,False,9,2026-05-25,Monday,Excellent,Normal,High
2026-05-25 09:11:03.718141,device_011,camera,factory_floor_1,60.5,64.7,62.48,-58,21120,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:11:03.718141,device_012,camera,server_room,74.2,68.1,64.54,-58,21120,False,9,2026-05-25,Monday,Excellent,Normal,High
2026-05-25 09:11:03.718141,device_013,sensor,factory_floor_2,1.0,34.5,46.06,-69,21120,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:11:03.718141,device_014,controller,server_room,24.2,42.6,43.22,-55,21120,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:11:03.718141,device_015,sensor,loading_bay,8.0,33.2,42.14,-69,21120,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:12:03.718141,device_001,gateway,warehouse_a,61.1,54.4,68.8,-59,21060,True,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:12:03.718141,device_002,camera,factory_floor_2,65.6,72.8,62.54,-58,21060,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:12:03.718141,device_003,sensor,warehouse_b,2.4,40.1,37.4,-56,21060,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:12:03.718141,device_004,camera,warehouse_b,66.7,76.2,58.75,-53,21060,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:12:03.718141,device_005,gateway,warehouse_a,28.6,55.3,55.54,-60,21060,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:12:03.718141,device_006,sensor,factory_floor_2,18.3,34.0,47.27,-66,21060,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:12:03.718141,device_007,sensor,warehouse_a,12.9,40.5,43.94,-59,21060,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:12:03.718141,device_008,gateway,loading_bay,23.2,59.2,54.06,-59,21060,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:12:03.718141,device_009,sensor,office_block,1.0,26.8,38.45,-69,21060,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:12:03.718141,device_010,camera,warehouse_a,63.7,76.0,63.15,-65,21060,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:12:03.718141,device_011,camera,factory_floor_1,65.4,64.5,65.89,-60,21060,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:12:03.718141,device_012,camera,server_room,56.5,71.5,60.83,-63,21060,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:12:03.718141,device_013,sensor,factory_floor_2,7.8,34.6,35.8,-57,21060,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:12:03.718141,device_014,controller,server_room,11.5,46.5,50.01,-64,21060,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:12:03.718141,device_015,sensor,loading_bay,3.3,30.8,40.46,-63,21060,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:13:03.718141,device_001,gateway,warehouse_a,27.7,51.1,54.87,-58,21000,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:13:03.718141,device_002,camera,factory_floor_2,67.5,66.8,59.41,-66,21000,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:13:03.718141,device_003,sensor,warehouse_b,7.5,32.8,38.89,-60,21000,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:13:03.718141,device_004,camera,warehouse_b,59.0,70.1,66.89,-53,21000,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:13:03.718141,device_005,gateway,warehouse_a,24.5,54.6,52.64,-56,21000,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:13:03.718141,device_006,sensor,factory_floor_2,6.9,38.0,43.84,-67,21000,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:13:03.718141,device_007,sensor,warehouse_a,5.3,33.9,40.27,-69,21000,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:13:03.718141,device_008,gateway,loading_bay,16.5,60.5,47.45,-56,21000,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:13:03.718141,device_009,sensor,office_block,16.2,37.3,41.25,-56,21000,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:13:03.718141,device_010,camera,warehouse_a,66.6,74.5,70.24,-59,21000,False,9,2026-05-25,Monday,Excellent,Warning,Normal
2026-05-25 09:13:03.718141,device_011,camera,factory_floor_1,64.4,63.6,58.13,-60,21000,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:13:03.718141,device_012,camera,server_room,66.0,64.3,58.73,-58,21000,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:13:03.718141,device_013,sensor,factory_floor_2,4.8,41.7,38.76,-62,21000,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:13:03.718141,device_014,controller,server_room,22.4,50.9,47.98,-52,21000,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:13:03.718141,device_015,sensor,loading_bay,8.4,41.1,39.42,-60,21000,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:14:03.718141,device_001,gateway,warehouse_a,30.7,54.2,48.89,-60,20940,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:14:03.718141,device_002,camera,factory_floor_2,60.6,73.7,56.85,-58,20940,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:14:03.718141,device_003,sensor,warehouse_b,17.5,37.3,37.8,-62,20940,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:14:03.718141,device_004,camera,warehouse_b,61.7,67.6,59.54,-53,20940,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:14:03.718141,device_005,gateway,warehouse_a,23.7,51.7,52.15,-53,20940,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:14:03.718141,device_006,sensor,factory_floor_2,9.4,34.0,41.85,-54,20940,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:14:03.718141,device_007,sensor,warehouse_a,3.5,38.0,40.27,-64,20940,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:14:03.718141,device_008,gateway,loading_bay,30.5,55.4,49.07,-50,20940,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:14:03.718141,device_009,sensor,office_block,41.8,37.2,56.99,-64,20940,True,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:14:03.718141,device_010,camera,warehouse_a,61.7,66.9,62.71,-64,20940,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:14:03.718141,device_011,camera,factory_floor_1,56.0,70.2,56.12,-56,20940,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:14:03.718141,device_012,camera,server_room,66.3,72.6,58.29,-63,20940,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:14:03.718141,device_013,sensor,factory_floor_2,1.0,30.2,41.8,-61,20940,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:14:03.718141,device_014,controller,server_room,14.7,41.6,48.14,-55,20940,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:14:03.718141,device_015,sensor,loading_bay,6.1,32.7,45.02,-61,20940,False,9,2026-05-25,Monday,Good,Normal,Normal
2026-05-25 09:15:03.718141,device_001,gateway,warehouse_a,32.2,57.1,48.61,-57,20880,False,9,2026-05-25,Monday,Excellent,Normal,Normal
2026-05-25 09:15:03.718141,device_002,camera,factory_floor_2,72.2,66.8,53.59,-54,20880,False,9,2026-05-25,Monday,Excellent,Normal,High
2026-05-25 09:15:03.718141,device_003,sensor,warehouse_b,10.9,36.5,41.39,-65,20880,False,9,2026-05-25,Monday,Good,Normal,Normal
